DEFB128	ENSG00000185982	ENSP00000335382
DCUN1D4	ENSG00000109184	ENSP00000389900
IFNA17	ENSG00000234829	ENSP00000411940
CEP250	ENSG00000126001	ENSP00000380661
MX1	ENSG00000157601	ENSP00000381601
OR2B3	ENSG00000204703	ENSP00000366378
CISD1	ENSG00000122873	ENSP00000363041
SCD5	ENSG00000145284	ENSP00000316329
RPL10L	ENSG00000165496	ENSP00000298283
UGT2B28	ENSG00000135226	ENSP00000334276
MGAT3	ENSG00000128268	ENSP00000345270
TGIF2	ENSG00000118707	ENSP00000362981
TADA2B	ENSG00000173011	ENSP00000308022
ACOT8	ENSG00000101473	ENSP00000217455
BBOX1	ENSG00000129151	ENSP00000263182
METTL14	ENSG00000145388	ENSP00000373474
OSBPL3	ENSG00000070882	ENSP00000315410
TAS2R10	ENSG00000121318	ENSP00000240619
IPMK	ENSG00000151151	ENSP00000363046
LYRM2	ENSG00000083099	ENSP00000430025
UFD1	ENSG00000070010	ENSP00000263202
USP22	ENSG00000124422	ENSP00000261497
ELP4	ENSG00000109911	ENSP00000379267
SCGB1A1	ENSG00000149021	ENSP00000278282
HSPA12B	ENSG00000132622	ENSP00000254963
SMAD9	ENSG00000120693	ENSP00000369154
CLEC6A	ENSG00000205846	ENSP00000371505
MAPK12	ENSG00000188130	ENSP00000215659
XRCC3	ENSG00000126215	ENSP00000451974
LARGE1	ENSG00000133424	ENSP00000347088
CSTF1	ENSG00000101138	ENSP00000217109
PARD6B	ENSG00000124171	ENSP00000360672
AGTR2	ENSG00000180772	ENSP00000360973
MYOM1	ENSG00000101605	ENSP00000348821
ZNF74	ENSG00000185252	ENSP00000483077
RHOV	ENSG00000104140	ENSP00000220507
DPM1	ENSG00000000419	ENSP00000360644
HNRNPK	ENSG00000165119	ENSP00000365439
SF3A1	ENSG00000099995	ENSP00000215793
DMRT1	ENSG00000137090	ENSP00000371711
NKX3-1	ENSG00000167034	ENSP00000370253
PDLIM5	ENSG00000163110	ENSP00000480359
CCL8	ENSG00000108700	ENSP00000378118
RAB20	ENSG00000139832	ENSP00000267328
EIF3L	ENSG00000100129	ENSP00000485663
TRAPPC12	ENSG00000171853	ENSP00000324318
ATF1	ENSG00000123268	ENSP00000262053
CAV2	ENSG00000105971	ENSP00000222693
KMT5B	ENSG00000110066	ENSP00000305899
FEZ1	ENSG00000149557	ENSP00000278919
KDM6A	ENSG00000147050	ENSP00000367203
NELFB	ENSG00000188986	ENSP00000339495
ETS1	ENSG00000134954	ENSP00000376436
OR1K1	ENSG00000165204	ENSP00000277309
USP17L4	ENSG00000236125	ENSP00000485243
NUP107	ENSG00000111581	ENSP00000229179
CDKN2AIP	ENSG00000168564	ENSP00000427108
UNC5C	ENSG00000182168	ENSP00000406022
METTL22	ENSG00000067365	ENSP00000371345
CDC37	ENSG00000105401	ENSP00000222005
MYLK3	ENSG00000140795	ENSP00000378288
CYP4F12	ENSG00000186204	ENSP00000448998
USP17L11	ENSG00000233136	ENSP00000400880
GDNF	ENSG00000168621	ENSP00000409007
SLC3A1	ENSG00000138079	ENSP00000260649
OR52E6	ENSG00000205409	ENSP00000328878
MAGEA2B	ENSG00000183305	ENSP00000333487
THSD1	ENSG00000136114	ENSP00000258613
TOM1L1	ENSG00000141198	ENSP00000460823
FYN	ENSG00000010810	ENSP00000346671
NDUFC1	ENSG00000109390	ENSP00000441126
HELZ	ENSG00000198265	ENSP00000351524
ZNF430	ENSG00000118620	ENSP00000261560
STARD4	ENSG00000164211	ENSP00000296632
REG3G	ENSG00000143954	ENSP00000272324
CBY1	ENSG00000100211	ENSP00000478962
KLB	ENSG00000134962	ENSP00000257408
BRMS1L	ENSG00000100916	ENSP00000216807
MVD	ENSG00000167508	ENSP00000301012
ALG5	ENSG00000120697	ENSP00000239891
SREK1	ENSG00000153914	ENSP00000334538
HLA-F	ENSG00000204642	ENSP00000259951
GBGT1	ENSG00000148288	ENSP00000361110
H2BW2	ENSG00000101812	ENSP00000347119
KCNIP3	ENSG00000115041	ENSP00000295225
DNPH1	ENSG00000112667	ENSP00000230431
MAGI2	ENSG00000187391	ENSP00000346151
HMGCLL1	ENSG00000146151	ENSP00000381654
MMP15	ENSG00000102996	ENSP00000219271
FEM1C	ENSG00000145780	ENSP00000274457
RGS20	ENSG00000147509	ENSP00000297313
VDAC1	ENSG00000213585	ENSP00000265333
PKMYT1	ENSG00000127564	ENSP00000262300
CEP164	ENSG00000110274	ENSP00000278935
UBR2	ENSG00000024048	ENSP00000361990
SLX4	ENSG00000188827	ENSP00000294008
DNAJC8	ENSG00000126698	ENSP00000263697
TYSND1	ENSG00000156521	ENSP00000287078
INPP1	ENSG00000151689	ENSP00000376142
UBTD2	ENSG00000168246	ENSP00000377381
LPXN	ENSG00000110031	ENSP00000431284
YRDC	ENSG00000196449	ENSP00000362135
CDKN3	ENSG00000100526	ENSP00000335357
OR1J1	ENSG00000136834	ENSP00000259357
UBAP1	ENSG00000165006	ENSP00000297661
LILRA1	ENSG00000104974	ENSP00000251372
RIPK1	ENSG00000137275	ENSP00000259808
ERI3	ENSG00000117419	ENSP00000361331
STX5	ENSG00000162236	ENSP00000294179
RAPGEF1	ENSG00000107263	ENSP00000361263
WIPI1	ENSG00000070540	ENSP00000262139
FOXM1	ENSG00000111206	ENSP00000342307
RBM42	ENSG00000126254	ENSP00000262633
APPL1	ENSG00000157500	ENSP00000288266
CD68	ENSG00000129226	ENSP00000250092
CEP70	ENSG00000114107	ENSP00000264982
EID2B	ENSG00000176401	ENSP00000317564
GABARAPL2	ENSG00000034713	ENSP00000037243
NEFL	ENSG00000277586	ENSP00000482169
SPOP	ENSG00000121067	ENSP00000377001
GRM6	ENSG00000113262	ENSP00000231188
ESRP2	ENSG00000103067	ENSP00000418748
SYT3	ENSG00000213023	ENSP00000340914
USP45	ENSG00000123552	ENSP00000333376
KYAT3	ENSG00000137944	ENSP00000260508
CLPX	ENSG00000166855	ENSP00000300107
CSF3	ENSG00000108342	ENSP00000225474
ARHGEF1	ENSG00000076928	ENSP00000337261
TP53	ENSG00000141510	ENSP00000269305
DTYMK	ENSG00000168393	ENSP00000304802
ARPP19	ENSG00000128989	ENSP00000455625
RELN	ENSG00000189056	ENSP00000392423
ABCD3	ENSG00000117528	ENSP00000359233
AURKB	ENSG00000178999	ENSP00000313950
ARID3C	ENSG00000205143	ENSP00000368189
NDUFC2-KCTD14	ENSG00000259112	ENSP00000432614
RPL26	ENSG00000161970	ENSP00000463784
ODF2	ENSG00000136811	ENSP00000403453
ADPRM	ENSG00000170222	ENSP00000369099
P4HA1	ENSG00000122884	ENSP00000263556
KLHL42	ENSG00000087448	ENSP00000370671
ZNF611	ENSG00000213020	ENSP00000437616
AKAP7	ENSG00000118507	ENSP00000405252
TRAK1	ENSG00000182606	ENSP00000328998
EIF4B	ENSG00000063046	ENSP00000388806
AGL	ENSG00000162688	ENSP00000294724
WDR46	ENSG00000227057	ENSP00000363746
HES1	ENSG00000114315	ENSP00000232424
SNX7	ENSG00000162627	ENSP00000304429
SPP1	ENSG00000118785	ENSP00000378517
BMPR1A	ENSG00000107779	ENSP00000361107
B3GNT9	ENSG00000237172	ENSP00000400157
CNGB3	ENSG00000170289	ENSP00000316605
OR9A2	ENSG00000179468	ENSP00000316518
PRODH2	ENSG00000250799	ENSP00000301175
MMAB	ENSG00000139428	ENSP00000445920
HARS2	ENSG00000112855	ENSP00000230771
MAFA	ENSG00000182759	ENSP00000328364
NPR1	ENSG00000169418	ENSP00000357669
NUDT8	ENSG00000167799	ENSP00000365883
FAT1	ENSG00000083857	ENSP00000406229
OR10A4	ENSG00000170782	ENSP00000369157
UBXN6	ENSG00000167671	ENSP00000301281
TAF3	ENSG00000165632	ENSP00000340271
DDX21	ENSG00000165732	ENSP00000346120
AIP	ENSG00000110711	ENSP00000279146
FCER2	ENSG00000104921	ENSP00000264072
UGT1A4	ENSG00000244474	ENSP00000362508
FOXJ1	ENSG00000129654	ENSP00000323880
CYHR1	ENSG00000187954	ENSP00000387426
TDRD1	ENSG00000095627	ENSP00000251864
TOMM7	ENSG00000196683	ENSP00000351214
	ENSG00000206549	ENSP00000418875
RNF40	ENSG00000103549	ENSP00000325677
GPX6	ENSG00000198704	ENSP00000354581
GRB2	ENSG00000177885	ENSP00000376345
MYBBP1A	ENSG00000132382	ENSP00000370968
ABI2	ENSG00000138443	ENSP00000295851
ANGPT1	ENSG00000154188	ENSP00000428340
GMPPB	ENSG00000173540	ENSP00000309092
MAP3K14	ENSG00000006062	ENSP00000482657
SERPINE2	ENSG00000135919	ENSP00000415786
CEP19	ENSG00000174007	ENSP00000387209
CHMP4C	ENSG00000164695	ENSP00000297265
RBFOX1	ENSG00000078328	ENSP00000309117
PIP5K1C	ENSG00000186111	ENSP00000466363
USH2A	ENSG00000042781	ENSP00000305941
MAZ	ENSG00000103495	ENSP00000219782
GPR156	ENSG00000175697	ENSP00000417261
SLC30A5	ENSG00000145740	ENSP00000379836
PRKCG	ENSG00000126583	ENSP00000263431
CLK2	ENSG00000176444	ENSP00000357345
TBCD	ENSG00000141556	ENSP00000347719
PPP1R9B	ENSG00000108819	ENSP00000478767
IK	ENSG00000113141	ENSP00000396301
PITPNM2	ENSG00000090975	ENSP00000322218
WNT8A	ENSG00000061492	ENSP00000426653
CDR2L	ENSG00000109089	ENSP00000336587
FAHD1	ENSG00000180185	ENSP00000372112
DNAJB11	ENSG00000090520	ENSP00000414398
UQCRC1	ENSG00000010256	ENSP00000203407
ZNF551	ENSG00000204519	ENSP00000282296
ZNF160	ENSG00000170949	ENSP00000406201
PHF23	ENSG00000040633	ENSP00000322579
NPHP3	ENSG00000113971	ENSP00000338766
PTPN11	ENSG00000179295	ENSP00000340944
FASN	ENSG00000169710	ENSP00000304592
KRT39	ENSG00000196859	ENSP00000347823
PRKCD	ENSG00000163932	ENSP00000378217
LMAN2L	ENSG00000114988	ENSP00000366280
ZNF208	ENSG00000160321	ENSP00000380315
GALNT3	ENSG00000115339	ENSP00000376465
MBD3L1	ENSG00000170948	ENSP00000471575
USP33	ENSG00000077254	ENSP00000359829
LRRTM4	ENSG00000176204	ENSP00000386357
VWA1	ENSG00000179403	ENSP00000417185
B9D1	ENSG00000108641	ENSP00000261499
SPDYE4	ENSG00000183318	ENSP00000329522
DR1	ENSG00000117505	ENSP00000359295
TKT	ENSG00000163931	ENSP00000391481
MTARC1	ENSG00000186205	ENSP00000355877
IL37	ENSG00000125571	ENSP00000263326
AZIN2	ENSG00000142920	ENSP00000294517
DNASE2B	ENSG00000137976	ENSP00000359699
THEM4	ENSG00000159445	ENSP00000357804
ZNF684	ENSG00000117010	ENSP00000361784
KIF1B	ENSG00000054523	ENSP00000263934
DYNLT5	ENSG00000152760	ENSP00000282670
RASSF5	ENSG00000266094	ENSP00000462099
SMCP	ENSG00000163206	ENSP00000357754
MAST2	ENSG00000086015	ENSP00000354671
SEMA4A	ENSG00000196189	ENSP00000357268
H2BC18	ENSG00000203814	ENSP00000445831
ATP1B1	ENSG00000143153	ENSP00000356790
AURKAIP1	ENSG00000175756	ENSP00000342676
SLX4IP	ENSG00000149346	ENSP00000335557
MC2R	ENSG00000185231	ENSP00000333821
CELF4	ENSG00000101489	ENSP00000410584
CLTCL1	ENSG00000070371	ENSP00000441158
MAPK4	ENSG00000141639	ENSP00000383234
PRAME	ENSG00000185686	ENSP00000445675
SYN3	ENSG00000185666	ENSP00000351614
YY2	ENSG00000230797	ENSP00000389381
SLC16A2	ENSG00000147100	ENSP00000465734
SNAI1	ENSG00000124216	ENSP00000244050
PELI2	ENSG00000139946	ENSP00000267460
SLC1A1	ENSG00000106688	ENSP00000262352
AKR1C1	ENSG00000187134	ENSP00000370254
RBL1	ENSG00000080839	ENSP00000362768
NFX1	ENSG00000086102	ENSP00000368856
IL13RA2	ENSG00000123496	ENSP00000361004
ANKRD9	ENSG00000156381	ENSP00000286918
SSTR3	ENSG00000278195	ENSP00000480971
GNAQ	ENSG00000156052	ENSP00000286548
CCNK	ENSG00000090061	ENSP00000374529
JARID2	ENSG00000008083	ENSP00000341280
HELZ2	ENSG00000130589	ENSP00000417401
MCM8	ENSG00000125885	ENSP00000368164
MTMR3	ENSG00000100330	ENSP00000384651
GADD45G	ENSG00000130222	ENSP00000252506
MMP24	ENSG00000125966	ENSP00000246186
TEX13A	ENSG00000268629	ENSP00000471604
DSG1	ENSG00000134760	ENSP00000257192
ANKS6	ENSG00000165138	ENSP00000297837
PTAR1	ENSG00000188647	ENSP00000344299
BCL2L13	ENSG00000099968	ENSP00000480836
MCF2L	ENSG00000126217	ENSP00000440374
RPL36A	ENSG00000241343	ENSP00000404375
MEP1B	ENSG00000141434	ENSP00000269202
IL2RG	ENSG00000147168	ENSP00000363318
RLIM	ENSG00000131263	ENSP00000328059
GCNT1	ENSG00000187210	ENSP00000415454
ADAP1	ENSG00000105963	ENSP00000442682
ARVCF	ENSG00000099889	ENSP00000263207
FAM98B	ENSG00000171262	ENSP00000380734
CYB5R4	ENSG00000065615	ENSP00000358695
OR5B17	ENSG00000197786	ENSP00000349945
ZNF232	ENSG00000167840	ENSP00000250076
EML1	ENSG00000066629	ENSP00000334314
UBE2C	ENSG00000175063	ENSP00000348838
TCP11L1	ENSG00000176148	ENSP00000335595
CEP135	ENSG00000174799	ENSP00000257287
CNTF	ENSG00000242689	ENSP00000355370
PC	ENSG00000173599	ENSP00000377532
BDNF	ENSG00000176697	ENSP00000414303
GABBR2	ENSG00000136928	ENSP00000259455
GATAD1	ENSG00000157259	ENSP00000287957
OR10A7	ENSG00000179919	ENSP00000326718
CDK9	ENSG00000136807	ENSP00000362361
LAMA1	ENSG00000101680	ENSP00000374309
XPNPEP2	ENSG00000122121	ENSP00000360147
NAIF1	ENSG00000171169	ENSP00000362170
IPO8	ENSG00000133704	ENSP00000256079
MAK16	ENSG00000198042	ENSP00000353246
CCL4	ENSG00000275302	ENSP00000482259
MSR1	ENSG00000038945	ENSP00000262101
RPAP3	ENSG00000005175	ENSP00000005386
PSME2	ENSG00000100911	ENSP00000216802
EXPH5	ENSG00000110723	ENSP00000265843
SMARCD1	ENSG00000066117	ENSP00000378414
ARID3A	ENSG00000116017	ENSP00000263620
CDK19	ENSG00000155111	ENSP00000357907
PAXX	ENSG00000148362	ENSP00000360682
MOB3A	ENSG00000172081	ENSP00000349575
SNTG2	ENSG00000172554	ENSP00000311837
GALNT17	ENSG00000185274	ENSP00000329654
AIFM3	ENSG00000183773	ENSP00000382120
CEBPB	ENSG00000172216	ENSP00000305422
STARD8	ENSG00000130052	ENSP00000363727
BATF	ENSG00000156127	ENSP00000286639
ORC6	ENSG00000091651	ENSP00000219097
MTMR6	ENSG00000139505	ENSP00000371221
DDX39A	ENSG00000123136	ENSP00000242776
SLC35G1	ENSG00000176273	ENSP00000400932
ARSB	ENSG00000113273	ENSP00000264914
FUCA2	ENSG00000001036	ENSP00000002165
PPP1R14B	ENSG00000173457	ENSP00000310117
AGPAT4	ENSG00000026652	ENSP00000314036
RALGAPA2	ENSG00000188559	ENSP00000202677
HBE1	ENSG00000213931	ENSP00000369586
PRKCA	ENSG00000154229	ENSP00000408695
RASGRF2	ENSG00000113319	ENSP00000265080
KIFC3	ENSG00000140859	ENSP00000368976
ZNF101	ENSG00000181896	ENSP00000468049
NGFR	ENSG00000064300	ENSP00000172229
PPARA	ENSG00000186951	ENSP00000385523
TMEM129	ENSG00000168936	ENSP00000372394
ACTR5	ENSG00000101442	ENSP00000243903
RAMAC	ENSG00000169612	ENSP00000307181
KLHL25	ENSG00000183655	ENSP00000336800
ATP6V1G1	ENSG00000136888	ENSP00000363162
H2BC1	ENSG00000146047	ENSP00000274764
CCNA2	ENSG00000145386	ENSP00000274026
VIPR2	ENSG00000106018	ENSP00000262178
DLGAP5	ENSG00000126787	ENSP00000247191
TAS2R38	ENSG00000257138	ENSP00000448219
SAP18	ENSG00000150459	ENSP00000481842
CEP152	ENSG00000103995	ENSP00000370337
CTCFL	ENSG00000124092	ENSP00000415579
PCK1	ENSG00000124253	ENSP00000319814
BTBD1	ENSG00000064726	ENSP00000261721
NOS3	ENSG00000164867	ENSP00000297494
SRF	ENSG00000112658	ENSP00000265354
FBLN2	ENSG00000163520	ENSP00000384169
CDSN	ENSG00000204539	ENSP00000365465
MZF1	ENSG00000099326	ENSP00000215057
GRIPAP1	ENSG00000068400	ENSP00000365606
GALNT9	ENSG00000182870	ENSP00000380488
CRTAP	ENSG00000170275	ENSP00000323696
DOCK3	ENSG00000088538	ENSP00000266037
NUMB	ENSG00000133961	ENSP00000451300
ZNF470	ENSG00000197016	ENSP00000333223
GUCY1B1	ENSG00000061918	ENSP00000264424
ZP3	ENSG00000188372	ENSP00000378326
PIK3R1	ENSG00000145675	ENSP00000428056
PSG4	ENSG00000243137	ENSP00000384770
CATSPERG	ENSG00000099338	ENSP00000386962
SLC15A4	ENSG00000139370	ENSP00000266771
HIF1A	ENSG00000100644	ENSP00000437955
TIMM23	ENSG00000265354	ENSP00000464522
GALNT13	ENSG00000144278	ENSP00000376570
PACS2	ENSG00000179364	ENSP00000393559
GPSM1	ENSG00000160360	ENSP00000392828
ZNF460	ENSG00000197714	ENSP00000353491
OR5F1	ENSG00000149133	ENSP00000278409
AGO2	ENSG00000123908	ENSP00000220592
ZNF483	ENSG00000173258	ENSP00000311679
UNC5A	ENSG00000113763	ENSP00000332737
GTPBP4	ENSG00000107937	ENSP00000354040
B4GALT4	ENSG00000121578	ENSP00000420161
PTGES3L-AARSD1	ENSG00000108825	ENSP00000409924
ABRAXAS1	ENSG00000163322	ENSP00000369857
CH25H	ENSG00000138135	ENSP00000360918
HYAL4	ENSG00000106302	ENSP00000223026
SCOC	ENSG00000153130	ENSP00000477352
NKX2-5	ENSG00000183072	ENSP00000327758
KANK1	ENSG00000107104	ENSP00000477725
FKBPL	ENSG00000204315	ENSP00000364298
ATG4C	ENSG00000125703	ENSP00000322159
FBXL12	ENSG00000127452	ENSP00000247977
OPRK1	ENSG00000082556	ENSP00000265572
RPL27	ENSG00000131469	ENSP00000464813
LARS1	ENSG00000133706	ENSP00000377954
RASGEF1A	ENSG00000198915	ENSP00000363583
AGAP1	ENSG00000157985	ENSP00000307634
PRUNE2	ENSG00000106772	ENSP00000365908
TDRD6	ENSG00000180113	ENSP00000346065
CYC1	ENSG00000179091	ENSP00000317159
FTL	ENSG00000087086	ENSP00000366525
GADD45GIP1	ENSG00000179271	ENSP00000323065
FIZ1	ENSG00000179943	ENSP00000221665
ATXN7L1	ENSG00000146776	ENSP00000410759
MYH4	ENSG00000264424	ENSP00000255381
OR2J3	ENSG00000204701	ENSP00000366374
ZC3H18	ENSG00000158545	ENSP00000416951
APOBEC2	ENSG00000124701	ENSP00000244669
ZNF583	ENSG00000198440	ENSP00000388502
KLHL24	ENSG00000114796	ENSP00000395012
OR5V1	ENSG00000243729	ENSP00000366359
ASAH2	ENSG00000188611	ENSP00000378897
KLRC1	ENSG00000134545	ENSP00000438038
HECTD1	ENSG00000092148	ENSP00000382269
INTS9	ENSG00000104299	ENSP00000429065
SPAM1	ENSG00000106304	ENSP00000345849
PSMC3	ENSG00000165916	ENSP00000481029
POLR2J3	ENSG00000285437	ENSP00000483328
CASP1	ENSG00000137752	ENSP00000433138
KIF5A	ENSG00000155980	ENSP00000408979
BRK1	ENSG00000254999	ENSP00000432472
GEMIN5	ENSG00000082516	ENSP00000285873
KIF2A	ENSG00000068796	ENSP00000385000
G6PC2	ENSG00000152254	ENSP00000364512
GPR84	ENSG00000139572	ENSP00000450310
VPS54	ENSG00000143952	ENSP00000272322
IKZF1	ENSG00000185811	ENSP00000331614
LAMA2	ENSG00000196569	ENSP00000400365
ALG3	ENSG00000214160	ENSP00000380793
ARHGAP11A	ENSG00000198826	ENSP00000355090
SLC16A10	ENSG00000112394	ENSP00000357844
MFN1	ENSG00000171109	ENSP00000420617
APLP1	ENSG00000105290	ENSP00000221891
SUMO2	ENSG00000188612	ENSP00000405965
EDEM1	ENSG00000134109	ENSP00000256497
PTDSS2	ENSG00000174915	ENSP00000308258
PELP1	ENSG00000141456	ENSP00000301396
SSR3	ENSG00000114850	ENSP00000265044
WWTR1	ENSG00000018408	ENSP00000419465
LRIG1	ENSG00000144749	ENSP00000273261
FLRT1	ENSG00000126500	ENSP00000246841
SLC1A3	ENSG00000079215	ENSP00000265113
RBBP6	ENSG00000122257	ENSP00000317872
SEMA4B	ENSG00000185033	ENSP00000394720
IL5	ENSG00000113525	ENSP00000231454
ERCC8	ENSG00000049167	ENSP00000265038
YARS2	ENSG00000139131	ENSP00000320658
MARCHF2	ENSG00000099785	ENSP00000471536
ZNF573	ENSG00000189144	ENSP00000440464
ID3	ENSG00000117318	ENSP00000363689
PMEL	ENSG00000185664	ENSP00000402758
NEU2	ENSG00000115488	ENSP00000233840
HEBP1	ENSG00000013583	ENSP00000014930
POLR1G	ENSG00000117877	ENSP00000465099
ZNF613	ENSG00000176024	ENSP00000293471
HRH2	ENSG00000113749	ENSP00000366506
MRC2	ENSG00000011028	ENSP00000307513
PCDHB14	ENSG00000120327	ENSP00000239449
STX19	ENSG00000178750	ENSP00000320679
PAX6	ENSG00000007372	ENSP00000404100
NSA2	ENSG00000164346	ENSP00000483484
BTD	ENSG00000169814	ENSP00000400995
SSBP2	ENSG00000145687	ENSP00000483921
SYTL2	ENSG00000137501	ENSP00000318803
PIK3CA	ENSG00000121879	ENSP00000263967
MDM2	ENSG00000135679	ENSP00000258149
ZIM2	ENSG00000269699	ENSP00000468984
MUC13	ENSG00000173702	ENSP00000485028
PHGDH	ENSG00000092621	ENSP00000358417
RASSF8	ENSG00000123094	ENSP00000384491
ZPLD1	ENSG00000170044	ENSP00000307801
TNNT1	ENSG00000105048	ENSP00000467176
CD69	ENSG00000110848	ENSP00000228434
KLHL11	ENSG00000178502	ENSP00000314608
ACLY	ENSG00000131473	ENSP00000253792
DNAJC7	ENSG00000168259	ENSP00000406463
TRAF4	ENSG00000076604	ENSP00000262395
GRK7	ENSG00000114124	ENSP00000264952
RCOR3	ENSG00000117625	ENSP00000413929
SYNE4	ENSG00000181392	ENSP00000316130
PPT1	ENSG00000131238	ENSP00000394863
ZNF433	ENSG00000197647	ENSP00000339767
DCAF17	ENSG00000115827	ENSP00000364404
SPTSSB	ENSG00000196542	ENSP00000352097
IMMT	ENSG00000132305	ENSP00000387262
SLC30A1	ENSG00000170385	ENSP00000355968
CCT7	ENSG00000135624	ENSP00000258091
TMEM63A	ENSG00000196187	ENSP00000355800
RAP1GAP	ENSG00000076864	ENSP00000434033
SETDB1	ENSG00000143379	ENSP00000271640
PSMG2	ENSG00000128789	ENSP00000325919
ACAA2	ENSG00000167315	ENSP00000285093
CD93	ENSG00000125810	ENSP00000246006
NINL	ENSG00000101004	ENSP00000278886
LIF	ENSG00000128342	ENSP00000249075
SLC10A1	ENSG00000100652	ENSP00000216540
TRAPPC10	ENSG00000160218	ENSP00000291574
DRD5	ENSG00000169676	ENSP00000306129
TCEAL9	ENSG00000185222	ENSP00000361745
EXOC1	ENSG00000090989	ENSP00000370695
TBC1D19	ENSG00000109680	ENSP00000264866
CARD10	ENSG00000100065	ENSP00000384570
ZNF732	ENSG00000186777	ENSP00000415774
APBB2	ENSG00000163697	ENSP00000427211
SSTR1	ENSG00000139874	ENSP00000267377
UGT2B10	ENSG00000109181	ENSP00000265403
ARHGAP28	ENSG00000088756	ENSP00000392660
ESCO1	ENSG00000141446	ENSP00000269214
NFAM1	ENSG00000235568	ENSP00000333680
GALNT18	ENSG00000110328	ENSP00000227756
MICAL3	ENSG00000243156	ENSP00000416015
RBM23	ENSG00000100461	ENSP00000352956
SYT9	ENSG00000170743	ENSP00000324419
NUP88	ENSG00000108559	ENSP00000458954
MINPP1	ENSG00000107789	ENSP00000361064
PITPNM3	ENSG00000091622	ENSP00000262483
PCSK5	ENSG00000099139	ENSP00000446280
TOB2	ENSG00000183864	ENSP00000331305
UBA6	ENSG00000033178	ENSP00000313454
CDC14B	ENSG00000081377	ENSP00000364389
BEX2	ENSG00000133134	ENSP00000442521
LDHC	ENSG00000166796	ENSP00000437783
DYDC2	ENSG00000133665	ENSP00000361272
OSBP	ENSG00000110048	ENSP00000263847
DGCR8	ENSG00000128191	ENSP00000263209
ACTC1	ENSG00000159251	ENSP00000290378
SEPTIN5	ENSG00000184702	ENSP00000391311
CABLES1	ENSG00000134508	ENSP00000256925
PDE3B	ENSG00000152270	ENSP00000282096
POLL	ENSG00000166169	ENSP00000359181
BEST1	ENSG00000167995	ENSP00000399709
MAPK11	ENSG00000185386	ENSP00000333685
NAGA	ENSG00000198951	ENSP00000379680
ZNF727	ENSG00000214652	ENSP00000485448
ITGA11	ENSG00000137809	ENSP00000327290
ACACA	ENSG00000278540	ENSP00000483300
CABIN1	ENSG00000099991	ENSP00000381364
TYMS	ENSG00000176890	ENSP00000315644
PSMD3	ENSG00000108344	ENSP00000264639
ESCO2	ENSG00000171320	ENSP00000306999
HSPA4L	ENSG00000164070	ENSP00000296464
SGCG	ENSG00000102683	ENSP00000218867
GAL	ENSG00000069482	ENSP00000265643
PFKM	ENSG00000152556	ENSP00000345771
WDR11	ENSG00000120008	ENSP00000263461
GLDC	ENSG00000178445	ENSP00000370737
MAGEB18	ENSG00000176774	ENSP00000314543
ADCY2	ENSG00000078295	ENSP00000342952
TNS4	ENSG00000131746	ENSP00000254051
SRMS	ENSG00000125508	ENSP00000217188
ULK3	ENSG00000140474	ENSP00000400312
EFHC1	ENSG00000096093	ENSP00000360107
SNX3	ENSG00000112335	ENSP00000230085
CBFA2T2	ENSG00000078699	ENSP00000262653
GNAS	ENSG00000087460	ENSP00000360141
TUBA8	ENSG00000183785	ENSP00000333326
MAP1A	ENSG00000166963	ENSP00000300231
HOXB9	ENSG00000170689	ENSP00000309439
PM20D2	ENSG00000146281	ENSP00000275072
MGRN1	ENSG00000102858	ENSP00000262370
SLC17A6	ENSG00000091664	ENSP00000263160
GPR119	ENSG00000147262	ENSP00000276218
DPYSL5	ENSG00000157851	ENSP00000288699
DYNC2I1	ENSG00000126870	ENSP00000384290
DOHH	ENSG00000129932	ENSP00000398882
HSD17B12	ENSG00000149084	ENSP00000278353
PIGH	ENSG00000100564	ENSP00000216452
TLE4	ENSG00000106829	ENSP00000365720
CDK17	ENSG00000059758	ENSP00000261211
SNAP25	ENSG00000132639	ENSP00000254976
PPP2R5B	ENSG00000068971	ENSP00000164133
GPHA2	ENSG00000149735	ENSP00000279168
SAP30	ENSG00000164105	ENSP00000296504
RGS17	ENSG00000091844	ENSP00000356194
RABL2B	ENSG00000079974	ENSP00000378958
PDP1	ENSG00000164951	ENSP00000379503
KRT80	ENSG00000167767	ENSP00000378292
LAS1L	ENSG00000001497	ENSP00000363944
FBXO30	ENSG00000118496	ENSP00000237281
COL20A1	ENSG00000101203	ENSP00000351767
RAD1	ENSG00000113456	ENSP00000371469
COMP	ENSG00000105664	ENSP00000222271
MEF2B	ENSG00000213999	ENSP00000402154
SULT1E1	ENSG00000109193	ENSP00000226444
JCHAIN	ENSG00000132465	ENSP00000254801
PDCD2L	ENSG00000126249	ENSP00000246535
OR56A5	ENSG00000188691	ENSP00000481594
PAIP2B	ENSG00000124374	ENSP00000244221
GRIK4	ENSG00000149403	ENSP00000435648
PLEKHM2	ENSG00000116786	ENSP00000364956
ZCCHC10	ENSG00000155329	ENSP00000423276
GSTA5	ENSG00000182793	ENSP00000360028
KIR3DL2	ENSG00000240403	ENSP00000325525
LYPD1	ENSG00000150551	ENSP00000380605
DOCK1	ENSG00000150760	ENSP00000280333
RHOBTB3	ENSG00000164292	ENSP00000369318
ZNF274	ENSG00000171606	ENSP00000478533
TOX	ENSG00000198846	ENSP00000354842
